mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__alpha,param_classifier__eta0,param_classifier__max_iter,param_classifier__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score,rank_train_score,model,time,opt_type,technique,fit_time_sum,ds,ds_complete,iter,n_resources,roc_auc_perdif
0.1262380123138427,0.0046392100087802,0.0049292564392089,0.0011506493470507,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.08511231734416491,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=4, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",0.0105223683399973,5.0,100.0,,,,,"OrderedDict([('classifier', XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.08511231734416491,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=4, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=500, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)), ('classifier__learning_rate', 0.010522368339997387), ('classifier__max_depth', 5), ('classifier__n_estimators', 100)])",0.9000000000000001,0.8333333333333334,0.5193430048357512,0.9285714285714286,0.5501322089616236,0.8500000000000001,0.5417351532909311,0.5389361347340337,0.5473331904047262,0.5529312275185212,0.6762315681650349,0.1667022213109329,1,0.9226190476190476,0.9337349397590362,0.927710843373494,0.9096385542168676,0.7010884960552566,0.7068772481478834,0.6982527408282455,0.6982527408282455,0.927710843373494,0.6954169856012344,0.8121302439802806,0.1123333064082197,61.0,XGBClassifier,4.127710998058319,Bayes,TVAE,0.8015544736385344,ds4,ds4_TVAE_QI2_ep100_bs50.csv,,,-25.19562299059348
0.0664400339126587,0.0207639334225465,0.0020873546600341,0.0007278955845595,"GradientBoostingClassifier(learning_rate=0.010302379393460438, max_depth=4,
                           n_estimators=101, n_iter_no_change=10)",0.1,4.0,486.0,,,,,"OrderedDict([('classifier', GradientBoostingClassifier(learning_rate=0.010302379393460438, max_depth=4,
                           n_estimators=101, n_iter_no_change=10)), ('classifier__learning_rate', 0.1), ('classifier__max_depth', 4), ('classifier__n_estimators', 486)])",0.6428571428571428,0.6428571428571428,0.5093975559208176,0.4997498749374687,0.5189380404487959,0.7857142857142858,0.5190452369041664,0.5061816622597013,0.50294790252269,0.4997498749374687,0.562743871935968,0.0916175516052444,1,0.9285714285714286,0.9285714285714286,0.6216143786178804,0.6282069606231687,0.9285714285714286,0.6600979060959051,0.9285714285714286,0.8928571428571429,0.9464285714285716,0.6603212320445937,0.8123811905952977,0.1396675760778893,50.0,GradientBoostingClassifier,2.990094224611918,Bayes,TVAE,0.21394186496734605,ds10,ds10_TVAE_QI1_ep100_bs50.csv,,,-1.87189082243476
0.0962958097457885,0.0059741400098615,0.0043074607849121,0.0003124479763562,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.03724226631450364,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=9, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=272, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",0.1,4.0,100.0,,,,,"OrderedDict([('classifier', XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.03724226631450364,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=9, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=272, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)), ('classifier__learning_rate', 0.1), ('classifier__max_depth', 4), ('classifier__n_estimators', 100)])",0.9803921568627452,0.9901960784313726,0.5188206848522301,0.5371362151664067,0.995049504950495,0.5367585753661144,0.9901960784313726,1.0,1.0,0.5183668566956746,0.8066916150756411,0.2278726422175179,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,XGBClassifier,4.289587791760763,Bayes,CTGAN,1.0384887806574503,ds4,ds4_CTGAN_QI0_ep200_bs100.csv,,,-10.764201872163595
0.0712303400039672,0.0053488941290261,0.0037618398666381,0.0001317340667278,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.010932198278431494,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=4, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=105, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",0.0115795460915465,8.0,179.0,,,,,"OrderedDict([('classifier', XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.010932198278431494,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=4, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=105, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)), ('classifier__learning_rate', 0.011579546091546534), ('classifier__max_depth', 8), ('classifier__n_estimators', 179)])",0.625,0.5088544272136069,0.5,0.75,0.875,0.625,0.5179589794897449,0.6,0.5111305652826413,0.5111305652826413,0.6024074537268636,0.1183853196154065,1,0.8611111111111112,0.8529411764705883,0.8529411764705883,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8823529411764706,0.823529411764706,0.8055555555555556,0.8611111111111112,0.8356209150326798,0.0280094148198903,47.0,XGBClassifier,2.9755705197652182,Bayes,TVAE,0.19424874067306502,ds10,ds10_TVAE_QI1_ep100_bs100.csv,,,5.044421337412545
0.0495035171508789,0.004979733933641,0.0045310020446777,0.0005301983346307,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.061008525445943894,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=4, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=255, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",0.01,5.0,100.0,,,,,"OrderedDict([('classifier', XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.061008525445943894,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=4, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=255, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)), ('classifier__learning_rate', 0.01), ('classifier__max_depth', 5), ('classifier__n_estimators', 100)])",0.5028530013038015,0.5025623861037661,0.5027181559529765,0.5021123843171585,0.5021309867532191,0.5021368952192632,0.5025364244622311,0.5023223851509088,0.5027873869970699,0.502974297187964,0.5025134303448358,0.0003054463758115,1,0.5043263314631876,0.5029917592398659,0.5030656859510273,0.503628105300857,0.5034057592907745,0.5033593325788097,0.5031079365212818,0.5035702212655826,0.5036877044186582,0.5036449079073131,0.5034787743937358,0.0003721842873463,61.0,XGBClassifier,3.420543173948924,Bayes,Copula GAN,0.49011440396308886,ds8,ds8_CopulaGAN_QI1_ep100_bs50.csv,,,-0.5834533540927016
0.0100924491882324,0.0061198484982368,0.0020094156265258,0.0007201131507466,"SGDClassifier(alpha=0.05100599050672794, early_stopping=True,
              eta0=0.03788473669352934, max_iter=16397, n_iter_no_change=10)",,,,0.0535060188094175,0.0314752972836545,25057.0,,"OrderedDict([('classifier', SGDClassifier(alpha=0.05100599050672794, early_stopping=True,
              eta0=0.03788473669352934, max_iter=16397, n_iter_no_change=10)), ('classifier__alpha', 0.053506018809417556), ('classifier__eta0', 0.03147529728365453), ('classifier__max_iter', 25057)])",0.5000994144985378,0.560344827586207,0.5002121193550242,0.5007899248769684,0.5001340048802805,0.5004877917886146,0.5033723758430939,0.5001408711553258,0.5003213309481829,0.5000367852656066,0.5065939446197842,0.0179419321352976,1,0.5000955947839194,0.5018807966234571,0.5005399510470049,0.5014042889010416,0.5001421726424443,0.5006592393485254,0.5028823298158716,0.5001452228260053,0.5004154437733889,0.5000699144202728,0.5008234954181932,0.0008938605979115,127.0,SGDClassifier,6.488071930408478,Bayes,CTGAN,2.7400992357730867,ds14,ds14_CTGAN_QI0_ep200_bs100.csv,,,-46.90350448737601
0.0524822473526001,0.0212692391528059,0.004137372970581,0.0002643909011347,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.061008525445943894,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=4, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=255, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",0.01,4.0,100.0,,,,,"OrderedDict([('classifier', XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.061008525445943894,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=4, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=255, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)), ('classifier__learning_rate', 0.01), ('classifier__max_depth', 4), ('classifier__n_estimators', 100)])",0.5025347319328956,0.502210822207979,0.5030210417708855,0.5021998846645545,0.5020376098192681,0.5021368952192632,0.5024758472986494,0.5023584790442096,0.5031146610236936,0.5031514632456836,0.5025241436227081,0.0004011269784531,1,0.5026430371089001,0.5028837759754688,0.5028676679747025,0.5033009533088985,0.5029378035027926,0.5029953776134828,0.5029933103806805,0.5029933103806805,0.5032378265781732,0.5029080097778831,0.5029761072601662,0.00017672280933,79.0,XGBClassifier,3.29879093170166,Bayes,CTGAN,0.4703995847702025,ds8,ds8_CTGAN_QI1_ep100_bs50.csv,,,-0.5813338543440085
0.2103004455566406,0.0113421290245526,0.0064615249633789,0.0006018987142946,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.07578754835187744,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=10, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=101, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",0.01,10.0,100.0,,,,,"OrderedDict([('classifier', XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=0.07578754835187744,
              max_bin=None, max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=10, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=101, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)), ('classifier__learning_rate', 0.01), ('classifier__max_depth', 10), ('classifier__n_estimators', 100)])",0.5178180622066949,0.5299944492794343,0.5206531837347245,0.5447723861930965,0.5128993067962553,0.5211131060202856,0.5275255044351922,0.5230651039805617,0.5252090330879726,0.5279272289205827,0.5250977364654801,0.0081641924118812,1,0.6399840830612434,0.635074351485794,0.6063983831126788,0.6882607525783628,0.6873999723944922,0.6393703666143122,0.7274994352863724,0.6210745090975522,0.6380991568431705,0.6536250207014771,0.6536786031175457,0.034730567123771,27.0,XGBClassifier,5.432268563906352,Bayes,TVAE,2.0269543222586313,ds68,ds68_TVAE_QI1_ep200_bs50.csv,,,-31.958082770386653
1.1425501823425293,0.0126964756479256,0.0044758558273315,0.0003768542355244,"GradientBoostingClassifier(learning_rate=0.055830499742785325, max_depth=4,
                           n_estimators=101, n_iter_no_change=10)",0.01,4.0,100.0,,,,,"OrderedDict([('classifier', GradientBoostingClassifier(learning_rate=0.055830499742785325, max_depth=4,
                           n_estimators=101, n_iter_no_change=10)), ('classifier__learning_rate', 0.01), ('classifier__max_depth', 4), ('classifier__n_estimators', 100)])",0.6244364880475632,0.5199474737368684,0.5273136568284142,0.5126208937802235,0.5280306820076704,0.6357705881094218,0.5239869934967484,0.5243038185759546,0.5504418876104719,0.5146758564467419,0.5461528338640077,0.0431648135758647,1,0.6125876111511449,0.552780707265771,0.5604550878791351,0.537969609188426,0.5573064309932745,0.5351798475642685,0.5382834573711437,0.5791883371853525,0.5360603660768932,0.5386175230472379,0.5548428977722647,0.0235171754388281,64.0,GradientBoostingClassifier,5.366876598199209,Bayes,TVAE,2.053696085214615,ds68,ds68_TVAE_QI1_ep200_bs100.csv,,,-29.22977317207201
0.0072044610977172,0.0006794622067138,0.0017476797103881,0.0001329011136146,"SGDClassifier(alpha=0.09067282550538315, early_stopping=True,
              eta0=0.07904937271916634, max_iter=18320, n_iter_no_change=10)",,,,0.0904577855585914,0.0404096340602736,17349.0,,"OrderedDict([('classifier', SGDClassifier(alpha=0.09067282550538315, early_stopping=True,
              eta0=0.07904937271916634, max_iter=18320, n_iter_no_change=10)), ('classifier__alpha', 0.09045778555859141), ('classifier__eta0', 0.04040963406027361), ('classifier__max_iter', 17349)])",0.995,0.5378295208210165,1.0,0.994949494949495,1.0,0.99,0.994949494949495,1.0,0.98989898989899,0.994949494949495,0.9497576995568492,0.1373543656005112,1,1.0,1.0,1.0,1.0,0.9987405541561712,0.9987373737373736,0.6565782891445723,0.9987405541561712,1.0,1.0,0.965279677119429,0.1029020067395694,60.0,SGDClassifier,4.271403861045838,Bayes,Copula GAN,0.9068652900060017,ds4,ds4_CopulaGAN_QI2_ep100_bs100.csv,,,5.061692428854996
